"Country Code","Region","IncomeGroup","SpecialNotes","TableName",
"PSE","Middle East & North Africa","Lower middle income","WB-3 code changed from WBG to PSE to align with ISO code. National accounts local currency data are reported in U.S. dollars.","West Bank and Gaza",
