"Data Source","World Development Indicators",

"Last Updated Date","2018-09-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Mauritania","MRT","Out-of-pocket expenditure per capita, PPP (current international $)","SH.XPD.OOPC.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.86043436","82.00757974","82.41079681","83.344947","81.92181254","81.6554346","75.17955728","79.01882341","77.21477055","79.28058234","69.63379594","63.76071367","66.59794443","68.04900901","76.27823319","85.41920682","","",
"Mauritania","MRT","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.26736174","17.23573138","17.32375855","19.12922282","20.91447705","21.43166578","22.41786613","24.64301229","28.05819662","26.24967052","25.74955246","26.27715758","25.79384996","26.35746075","26.73806643","25.86083706","","",
"Mauritania","MRT","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.03477316","80.16145712","72.45531223","70.75118248","73.05757417","68.77440744","69.93505096","67.00894207","62.4823298","64.32421042","64.25344379","59.71763821","56.47594008","50.8304117","48.19731749","48.23745512","","",
"Mauritania","MRT","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.94859454","16.09694697","25.69167986","23.33045259","22.16692693","29.33860777","27.70639751","32.22970007","37.47148358","35.69074399","30.84790812","32.95789031","40.56093104","50.0569817","57.85333737","69.10220939","","",
"Mauritania","MRT","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.05419859","3.38313428","5.40070568","5.35477485","5.65917269","7.70034768","8.26179793","10.05123666","13.61633592","11.81714668","11.40710222","13.58265344","15.70953246","19.38859874","20.27952554","20.9208332","","",
"Mauritania","MRT","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.49199353","2.40525303","3.58622343","2.60964912","2.96102538","3.85038145","3.57375625","3.89696797","4.49754073","4.76833709","4.22288949","4.38164718","4.15112244","5.26749595","5.21652293","5.53024312","","",
"Mauritania","MRT","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.63965512","0.72876218","1.17163788","1.01304678","0.91152775","1.10360448","0.87506899","0.99192063","1.15102146","1.13137948","0.9492028","0.97740081","1.15022604","1.35661491","1.53660859","1.81059699","","",
"Mauritania","MRT","Domestic general government health expenditure (% of current health expenditure)","SH.XPD.GHED.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.33281962","15.7340659","22.58840519","19.80512518","19.76858234","24.71023746","25.77359513","27.3311853","30.32264709","28.95768296","28.46455572","30.86802603","34.39670702","37.39097963","36.5553442","39.02301726","","",
"Mauritania","MRT","External health expenditure per capita, PPP (current international $)","SH.XPD.EHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.36715589","4.06842248","5.63587556","11.12467679","8.04336259","6.35239245","2.6554988","4.97108498","6.43160002","6.62863967","6.57431395","5.97798264","6.51287161","12.30560982","16.48853267","15.45431869","","",
"Mauritania","MRT","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.95623694","0.85507019","1.18473005","2.55332121","2.05345459","1.66727852","0.7918458","1.55029527","2.33710593","2.1947317","2.4310845","2.46365486","2.52248075","4.76633874","5.77978099","4.67882614","","",
"Mauritania","MRT","External health expenditure (% of current health expenditure)","SH.XPD.EHEX.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.48745266","3.97670611","4.95512327","9.44369234","7.17311317","5.35025817","2.47025082","4.2155417","5.20457476","5.37814639","6.06637328","5.59891796","5.52308171","9.19190072","10.41848257","8.72727732","","",
"Mauritania","MRT","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.31678301","102.30300532","113.74017208","117.80007638","112.13322297","118.72939025","107.49910988","117.922804","123.57857142","123.25154374","108.37364011","106.77032044","117.92268413","133.87459738","158.26240371","177.08066607","","",
"Mauritania","MRT","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.30858281","21.50127005","23.90957684","27.03731888","28.6273905","31.16226891","32.05526531","36.77570714","44.9058105","40.80838357","40.07497643","44.00233895","45.67228084","51.85372274","55.47625433","53.61152863","","",
"Mauritania","MRT","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.46275632","4.63159635","5.18698253","5.11507384","4.61103807","4.46613856","3.39521358","3.62926312","3.79599561","3.90701488","3.33470142","3.16638586","3.34404904","3.62819069","4.20351497","4.63981866","","",
"Mauritania","MRT","Newborns protected against tetanus (%)","SH.VAC.TTNS.ZS","","","","","","","","","","","","","","","","","","","","","","5","8","16","16","17","23","32","20","24","24","32","40","36","41","43","45","70","57","40","44","51","59","58","62","59","62","77","77","87","87","80","80","80","80","80","80","80",
"Mauritania","MRT","UHC service coverage index","SH.UHC.SRVS.CV.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","","",
"Mauritania","MRT","Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%)","SH.UHC.OOPC.25.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.807731","","","","","","","","","","","","","",
"Mauritania","MRT","Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure","SH.UHC.OOPC.25.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55000","","","","","","","","","","","","","",
"Mauritania","MRT","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.50920486442218","3.41619171806966","3.36263805630677","3.23830548844938","3.31557293020626","3.02765919372277","2.71816830244845","2.8726192836237","2.79367326447597","2.67898759638487","2.75337146951903","2.74972086278331","2.53540424259598","2.37900357585714","2.19498133592897","2.00328005677359","1.72445791534193","1.63433490721325","1.55998965795084","1.49689998459415","1.42475502209195","1.36579028498675","1.28906535209161","1.20750470260965","1.15365411903329","1.15141490909733","1.10560584266304","",
"Mauritania","MRT","Adjusted savings: particulate emission damage (current US$)","NY.ADJ.DPEM.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33708795.3836753","47227605.6762129","47003119.3858153","38252387.6960827","41153730.6796303","40600269.5287327","39869221.4330096","40757274.0251341","39140920.9976859","38452163.2332628","35998544.6679393","34737609.5828647","34995610.5168454","38558291.8759936","41683677.6039408","45054666.9279107","51154607.2230388","53866983.9003832","61708914.6248849","55722330.6827727","60903505.3764159","68618537.1990457","64903582.927087","67082511.2698728","60555223.1793206","53699170.8888807","51109795.6366918","",
"Mauritania","MRT","Adjusted savings: energy depletion (% of GNI)","NY.ADJ.DNGY.GN.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.1821715547249","5.90079347068049","5.03848702815676","2.17911584007679","1.83532449718043","2.1785745531239","3.00030746521601","2.39743334369816","1.81238981497694","0.508353041080983","0.627027986689368","",
"Mauritania","MRT","Adjusted savings: energy depletion (current US$)","NY.ADJ.DNGY.CD","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","391038135.653754","194487644.77938","199308735.33324","81117920.159341","78453975.3489507","109453552.758195","151063484.919085","133188590.445921","95132213.3065514","23708340.5896582","28986163.9849773","",
"Mauritania","MRT","Adjusted savings: mineral depletion (% of GNI)","NY.ADJ.DMIN.GN.ZS","","","","","","","","","","","5.69001894159624","5.3447261412055","6.08447492353487","7.6990716338077","7.65704376978976","4.22230580108203","7.16016421369674","5.65639992072307","2.96560492122321","3.76179543278692","4.21645721654955","3.90534521516424","4.9848409350045","3.31590329209372","3.94357809132483","4.57151199396988","3.35791790079006","2.34795964353978","1.87510241066727","3.08939513097904","3.80833220497339","2.84054552139568","2.05928438919902","1.73750489659501","1.58860247110986","2.1180926982232","2.42610803252392","1.81547277062665","4.37445184373905","2.82525399261127","4.09206215540356","4.10564253364974","3.15320531076811","3.36933516563967","4.0522096989092","8.76698856523215","7.15336505195231","17.5210398803873","18.9625865545769","9.15558378899428","15.5571842157752","15.5434808479734","15.0313504484159","15.4112698629483","12.3250874692687","9.5548949077591","10.7378623868968","",
"Mauritania","MRT","Adjusted savings: mineral depletion (current US$)","NY.ADJ.DMIN.CD","","","","","","","","","","","11268983.1205805","11397684.9203946","15120491.8944169","24923279.1640162","31344910.4866298","18824163.8217061","33354685.8981688","28124972.8567125","15342447.213942","23047411.3422101","28764127.6046671","27237898.8630372","35123602.2370677","24076292.0827259","27125227.8293183","28837204.6907723","24600706.473516","19537537.68983","16603615.3337104","28462185.846636","36582159.2099175","39269506.7669127","28784778.0147875","20524225.1435086","19718136.0896752","28403175.1701102","35585375.0049143","25758276.2948871","61288510.7937232","40551560.5394796","53501056.4015946","51867158.3545267","43522978.7350613","54609337.3138271","76953275.1409051","197173504.738773","212198614.01087","577486027.489983","750107943.856799","340818005.701627","665017520.79187","780918513.25452","756818495.471855","856167832.746307","646942970.247984","445616893.113965","496388433.37451","",
"Mauritania","MRT","Adjusted savings: consumption of fixed capital (% of GNI)","NY.ADJ.DKAP.GN.ZS","","","","","","","","","","","5.12860458014009","5.64486494846149","6.29926736697025","7.12182257907651","7.61389323781727","8.16195039727569","8.79253561067308","9.46605931332411","10.6211015200893","9.8296817118948","9.9760852348762","10.1578031995503","11.0699725857525","11.3303771570522","11.0633095201006","11.2079538425556","10.7873970137758","10.7040164820869","10.3505013017568","9.83740539704118","9.82821477506493","9.13317984964314","9.00467380402329","8.19287414621279","7.8304706832725","8.74106153441114","7.50378485105594","7.72658051481845","7.39245259606857","6.92936730078289","7.28627163343399","7.9626271859505","7.24421259441676","6.77599171768531","7.92533588873396","8.88714454238953","10.0277422930734","11.0981985003134","12.1733758206946","12.8978500149547","12.4611121933656","13.1069498069393","15.7079067444122","19.5762917034472","19.0265750680195","21.2523411478542","22.9619512977736","",
"Mauritania","MRT","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","10157111.7845026","12037734.0954334","15654271.2986814","23054620.1850486","31168269.2654493","36388148.7085999","40958873.9573125","47067510.2500954","54947875.3085818","60223561.2820659","68055567.4950821","70845776.9996017","77999944.0196506","82268222.5054843","76097083.4935789","70700035.2506643","79030397.8208466","89068875.6200472","91651389.8909033","90630705.6198912","94408076.3703231","126262883.381911","125867771.301467","96778083.2611351","97193784.7176505","117215786.704171","110063111.082168","109626208.0795","103572385.0463","99458901.1582191","95263271.869644","100592986.794838","99990225.6990241","109823570.275926","150505674.322334","199875866.553796","297464619.908867","365791905.50302","481545377.808879","480124437.856129","532670811.260197","658504993.614169","790882654.896191","1087554198.32376","998703580.712281","991157132.038614","1061481943.16892","",
"Mauritania","MRT","Adjusted savings: net forest depletion (% of GNI)","NY.ADJ.DFOR.GN.ZS","","","","","","","","","","","0","0","0","0","0","0","0","0","0.108007383236736","0.15577117348746","0.258108515521568","0.304424831038375","0.595911184541332","0.430626291643917","0.526066411762554","0.455463842175913","0.708008321371322","0.667144886480065","0.768129065809258","0.803181696020715","1.02932667069455","0.780219004576636","0.84691246424362","0.835528597890272","1.03237681667069","1.56413324282973","1.51689023631057","1.54794535396215","1.74304870688442","1.03819777621808","1.1915194144338","1.2584229150704","1.45988294814865","2.27018522502898","1.85845593910771","1.61774150426246","1.2184165139229","1.74101196354874","1.70471868310296","1.99056225454062","1.53311442218047","1.52914332025293","1.81770810035985","1.75024897869917","1.93861780714928","2.57796562914046","2.93398646847821","",
