"Country Code","Region","IncomeGroup","SpecialNotes","TableName",
"MRT","Sub-Saharan Africa","Lower middle income","Based on official statistics from the Ministry of Economic Affairs and Development and ONS – Office National des Statistique; the base year has been returned to 2004.","Mauritania",
