"Country Code","Region","IncomeGroup","SpecialNotes","TableName",
"YEM","Middle East & North Africa","Low income","Based on official government statistics and International Monetary Fund data, national accounts data have been revised for 1990 onward. The exchange rate used for 2016 is official rate and not IFS rate. The base year has reverted to 1990.","Yemen, Rep.",
