"Country Code","Region","IncomeGroup","SpecialNotes","TableName",
"SAU","Middle East & North Africa","High income","Based on data from the Saudi Central Department of Statistics and Information under the authority of the Ministry of Economy and Planning.","Saudi Arabia",
